,Cod Cliente,Zona,Distrito,Comuna,Canal,SubCanal,TipoNeg,venta_total_clp,n_facturas,ticket_promedio,ticket_desv_std,dias_entre_compras,recencia
29865,1195887,NORTE 1,ANTOFAGASTA,ANTOFAGASTA,COBERTURA,COBERTURA,AL,169620,7,24231.428571428572,14256.051894512997,10.5,4
29866,1196070,SUR 1,CURICO,MOLINA,COBERTURA,COBERTURA,MK,795788,14,56842.0,32616.195174978762,10.5,4
29867,1196610,,,,,,,588546,7,84078.0,53258.563098654224,21.0,4
29868,1196877,SUR 3,TEMUCO NORTE,LAUTARO,COBERTURA,COBERTURA,AL,146848,8,18356.0,7295.741066833836,11.666666666666666,11
29869,1197075,SUR 1,SAN FERNANDO,LOLOL,COBERTURA,COBERTURA,AL,163814,4,40953.5,18306.198995604376,21.0,25
29870,1197116,SUR 3,PUNTA ARENAS,PUNTA ARENAS,COBERTURA,COBERTURA,AL,57411,2,28705.5,13536.145112254078,14.0,32
29871,1197247,NORTE 2,LA SERENA,LA SERENA,COBERTURA,COBERTURA,AL,75756,3,25252.0,8236.358236502343,35.0,11
29872,1197601,SUR 1,SAN FERNANDO,LA ESTRELLA,COBERTURA,COBERTURA,AL,67992,1,67992.0,,,46
29873,1198085,SANTIAGO,SANTIAGO CENTRO COSTA,SAN ANTONIO,COBERTURA,COBERTURA,AL,112991,2,56495.5,6928.93934884698,44.0,2
29874,1198532,SUR 3,CHILOE,QUEILEN,COBERTURA,COBERTURA,AL,48059,2,24029.5,9120.970370525276,,46
29875,1198787,SUR 2,CONCEPCION SUR,SANTA JUANA,COBERTURA,COBERTURA,AL,167488,7,23926.85714285714,9869.999331789431,17.5,11
29876,1200557,SUR 3,TEMUCO NORTE,LAUTARO,COBERTURA,COBERTURA,AL,120704,5,24140.8,13297.715375206373,14.0,4
29877,1200718,SUR 1,TALCA,TALCA,COBERTURA,COBERTURA,AL,133797,2,66898.5,30601.460169410217,21.0,25
29878,1200825,SANTIAGO,SANTIAGO CENTRO ORIENTE,SANTIAGO,COBERTURA,COBERTURA,AL,306404,4,76601.0,15812.840246668738,14.666666666666666,2
29879,1201377,NORTE 1,ANTOFAGASTA,ANTOFAGASTA,COBERTURA,COBERTURA,MK,949529,6,158254.83333333334,156244.42926570747,11.333333333333334,12
29880,1201842,SANTIAGO,SANTIAGO CENTRO COSTA,SAN ANTONIO,COBERTURA,COBERTURA,AL,162715,2,81357.5,125.15790027001891,28.0,18
29881,1202236,SUR 3,PUERTO MONTT,PUERTO VARAS,COBERTURA,COBERTURA,AL,129024,7,18432.0,7418.18486333865,14.0,4
29882,1202277,SANTIAGO,SANTIAGO NORTE 2,PUDAHUEL,COBERTURA,COBERTURA,CA,141260,2,70630.0,34690.65868501202,14.0,32
29883,1202442,SANTIAGO,SANTIAGO NORTE 2,PUDAHUEL,COBERTURA,COBERTURA,AL,95269,3,31756.333333333332,5034.425720311437,17.5,11
29884,1202902,,,,,,,2849589,5,569917.8,426403.39823188557,14.0,18
29885,1202919,SANTIAGO,SANTIAGO CENTRO COSTA,SAN ANTONIO,COBERTURA,COBERTURA,AL,81403,2,40701.5,1597.354218700411,35.0,11
29886,1203745,NORTE 1,IQUIQUE,IQUIQUE,COBERTURA,COBERTURA,PA,261749,2,130874.5,70995.64215147293,5.0,41
29887,1204086,SUR 3,PUERTO MONTT,PUERTO VARAS,COBERTURA,COBERTURA,AL,383836,12,31986.333333333332,15529.262321257382,7.0,4
29888,1204237,SANTIAGO,SANTIAGO NORTE 1,CONCHALI,COBERTURA,COBERTURA,AL,133815,4,33453.75,4763.759396037265,11.666666666666666,11
29889,1205046,SUR 1,TALCA,MAULE,COBERTURA,COBERTURA,AL,691501,15,46100.066666666666,31963.383451038084,8.4,4
29890,1205146,SUR 3,OSORNO,RIO BUENO,COBERTURA,COBERTURA,AL,321284,12,26773.666666666668,13281.06242555599,11.666666666666666,11
29891,1205351,NORTE 1,ANTOFAGASTA,TOCOPILLA,COBERTURA,COBERTURA,AL,381748,12,31812.333333333332,23694.18426278457,7.0,11
29892,1205417,SANTIAGO,SANTIAGO CENTRO ORIENTE,SANTIAGO,COBERTURA,COBERTURA,AL,134404,4,33601.0,10879.258032298589,14.0,4
29893,1206128,SUR 1,CURICO,TENO,COBERTURA,COBERTURA,AL,570465,7,81495.0,68159.68698089314,17.5,11
29894,1206314,SANTIAGO,SANTIAGO CENTRO COSTA,SAN ANTONIO,COBERTURA,COBERTURA,PA,1344916,5,268983.2,81928.08318397301,14.0,4
29895,1206461,SANTIAGO,SANTIAGO SUR 1,LA CISTERNA,COBERTURA,COBERTURA,AL,261311,4,65327.75,21989.698002701174,8.0,22
29896,1206734,SANTIAGO,SANTIAGO CENTRO COSTA,SAN ANTONIO,COBERTURA,COBERTURA,AL,92142,3,30714.0,3803.0491713886636,14.0,18
29897,1206874,NORTE 1,COPIAPO,VALLENAR,COBERTURA,COBERTURA,PA,88034,3,29344.666666666668,3469.590225564589,10.5,25
29898,1207137,SANTIAGO,SANTIAGO SUR 1,LO ESPEJO,COBERTURA,COBERTURA,CA,307293,4,76823.25,13641.853426740321,11.666666666666666,11
29899,1207158,SUR 1,RANCAGUA,GRANEROS,COBERTURA,COBERTURA,AL,184435,7,26347.85714285714,10007.603349929683,10.5,4
29900,1207178,NORTE 1,COPIAPO,ANTOFAGASTA,COBERTURA,COBERTURA,AL,90614,2,45307.0,56301.25613163529,,46
29901,1207338,SUR 3,CHILOE,ANCUD,COBERTURA,COBERTURA,AL,191267,5,38253.4,18944.36399829775,28.0,18
29902,1207495,SANTIAGO,SANTIAGO CENTRO COSTA,SANTO DOMINGO,COBERTURA,COBERTURA,AL,253571,3,84523.66666666667,11064.911447152814,17.5,11
29903,1207496,SANTIAGO,SANTIAGO PONIENTE 2,BUIN,COBERTURA,COBERTURA,AL,219522,5,43904.4,11449.782063428107,10.5,4
29904,1207705,SANTIAGO,SANTIAGO PONIENTE 1,MAIPU,COBERTURA,COBERTURA,AL,83613,3,27871.0,743.8366756217389,17.5,11
29905,1207907,,,,,,,139377,5,27875.4,12731.672859447812,11.666666666666666,11
29906,1208222,SUR 3,TEMUCO SUR,FREIRE,COBERTURA,COBERTURA,AL,90656,3,30218.666666666668,19211.72491821943,21.0,4
29907,1208523,SANTIAGO,SANTIAGO CENTRO COSTA,MELIPILLA,COBERTURA,COBERTURA,MK,279815,6,46635.833333333336,15156.374875499307,8.4,4
29908,1208679,SUR 1,SAN FERNANDO,PUMANQUE,COBERTURA,COBERTURA,AL,447604,10,44760.4,26064.32272581729,10.5,4
29909,1208816,SUR 2,CONCEPCION SUR,SANTA JUANA,COBERTURA,COBERTURA,AL,183067,4,45766.75,20273.509043001577,17.5,11
29910,1208862,SANTIAGO,SANTIAGO CENTRO ORIENTE,PROVIDENCIA,COBERTURA,COBERTURA,AL,342596,6,57099.333333333336,18454.73723103818,17.5,11
29911,1209019,SANTIAGO,SANTIAGO CENTRO COSTA,SAN ANTONIO,COBERTURA,COBERTURA,AL,106093,3,35364.333333333336,4413.612163900826,17.5,11
29912,1209193,SUR 2,CONCEPCION NORTE,TOME,COBERTURA,COBERTURA,AL,79790,2,39895.0,11259.968383614583,14.0,32
29913,1209207,SANTIAGO,SANTIAGO SUR 2,LA PINTANA,COBERTURA,COBERTURA,AL,220225,5,44045.0,8885.484764490904,10.5,4
29914,1209209,SUR 2,LOS ANGELES,YUMBEL,COBERTURA,COBERTURA,PA,414755,7,59250.71428571428,42759.650675663404,21.0,4
29915,1209458,SANTIAGO,SANTIAGO NORTE 1,CONCHALI,COBERTURA,COBERTURA,AL,75782,2,37891.0,8448.51182161687,35.0,11
29916,1209459,,,,,,,182009,5,36401.8,28080.28906012187,42.0,4
29917,1209546,NORTE 2,SAN FELIPE,LOS ANDES,COBERTURA,COBERTURA,AL,153370,5,30674.0,13048.175485484551,14.0,4
29918,1209696,SANTIAGO,SANTIAGO NORTE 1,QUILICURA,COBERTURA,COBERTURA,AL,128967,4,32241.75,8617.047072518519,14.0,4
29919,1209703,SANTIAGO,SANTIAGO SUR 1,SAN MIGUEL,COBERTURA,COBERTURA,AL,95521,3,31840.333333333332,2453.3373867720143,22.0,2
29920,1209814,SANTIAGO,SANTIAGO PONIENTE 1,PEDRO AGUIRRE CERDA,COBERTURA,COBERTURA,AL,133563,3,44521.0,18298.082549819257,14.0,18
29921,1210074,SUR 1,TALCA,TALCA,COBERTURA,COBERTURA,AL,80597,3,26865.666666666668,19912.942131521733,21.0,4
29922,1210299,NORTE 1,CALAMA,CALAMA,COBERTURA,COBERTURA,AL,92193,3,30731.0,3828.9843300802368,28.0,18
29923,1210328,NORTE 1,IQUIQUE,IQUIQUE,COBERTURA,COBERTURA,AL,417481,6,69580.16666666667,18014.138152203304,8.4,4
29924,1210832,SUR 2,CHILLAN,PARRAL,COBERTURA,COBERTURA,AL,206091,5,41218.2,27417.24652841711,14.0,18
29925,1210965,SUR 2,CONCEPCION NORTE,CONCEPCION,COBERTURA,COBERTURA,AL,52552,4,13138.0,3328.745209033979,35.0,11
29926,1210987,SANTIAGO,SANTIAGO CENTRO ORIENTE,SANTIAGO,COBERTURA,COBERTURA,AL,229756,2,114878.0,2596.4961005170026,27.0,19
29927,1211239,SANTIAGO,SANTIAGO NORTE 1,CONCHALI,COBERTURA,COBERTURA,AL,205797,5,41159.4,11376.021813446034,11.25,1
29928,1211795,NORTE 2,VIÑA INTERIOR,QUILPUE,COBERTURA,COBERTURA,AL,120058,2,60029.0,5994.85129089955,28.0,18
29929,1211839,SUR 2,LOS ANGELES,SANTA BARBARA,COBERTURA,COBERTURA,AL,78495,3,26165.0,13587.857483797805,14.0,32
29930,1211999,SUR 2,CONCEPCION SUR,SANTA JUANA,COBERTURA,COBERTURA,AL,74712,3,24904.0,18316.56744589444,7.0,39
29931,1212036,SUR 3,CHILOE,ANCUD,COBERTURA,COBERTURA,AL,409636,12,34136.333333333336,24014.436148182856,10.5,4
29932,1212063,SANTIAGO,SANTIAGO SUR 2,LA PINTANA,COBERTURA,COBERTURA,AL,106210,2,53105.0,12829.745437848718,28.0,18
29933,1212110,,,,,,,167235,3,55745.0,19977.33385614807,21.0,4
29934,1212292,SANTIAGO,SANTIAGO PONIENTE 1,PEDRO AGUIRRE CERDA,COBERTURA,COBERTURA,AL,116412,3,38804.0,8329.32056052593,21.0,4
29935,1212614,NORTE 1,IQUIQUE,ALTO HOSPICIO,COBERTURA,COBERTURA,AL,81042,3,27014.0,4099.021468594669,17.5,11
29936,1212814,SANTIAGO,SANTIAGO CENTRO ORIENTE,PEÑALOLEN,COBERTURA,COBERTURA,AL,335133,6,55855.5,12028.650892764326,8.4,4
29937,1212833,SUR 2,CHILLAN,CHILLAN,COBERTURA,COBERTURA,AL,162788,7,23255.428571428572,10887.60431036358,10.5,4
29938,1212871,SUR 1,RANCAGUA,RANCAGUA,COBERTURA,COBERTURA,AL,181899,7,25985.571428571428,11165.279707753896,10.5,4
29939,1212879,NORTE 2,VIÑA COSTA,VIÑA DEL MAR,COBERTURA,COBERTURA,PA,225647,2,112823.5,15960.107158161563,35.0,11
29940,1213037,SANTIAGO,SANTIAGO SUR 2,PIRQUE,COBERTURA,COBERTURA,AL,86874,3,28958.0,3251.0027683777816,17.5,11
29941,1213046,SUR 1,TALCA,TALCA,COBERTURA,COBERTURA,MK,89597,3,29865.666666666668,20533.066437659363,35.0,11
29942,1213087,NORTE 2,LA SERENA,VICUÑA,COBERTURA,COBERTURA,AL,126950,2,63475.0,12935.8114550267,21.0,25
29943,1213142,SANTIAGO,SANTIAGO SUR 2,LA PINTANA,COBERTURA,COBERTURA,AL,103538,2,51769.0,29954.457464624527,21.0,25
29944,1213193,SANTIAGO,SANTIAGO NORTE 1,INDEPENDENCIA,COBERTURA,COBERTURA,AL,159052,3,53017.333333333336,7934.684639816087,22.0,2
29945,1213366,SUR 2,CONCEPCION SUR,ARAUCO,COBERTURA,COBERTURA,AL,336108,10,33610.8,23595.464841080513,8.75,11
29946,1213468,NORTE 2,LA SERENA,LA SERENA,COBERTURA,COBERTURA,AL,84940,2,42470.0,7867.270047481527,35.0,11
29947,1213614,SANTIAGO,SANTIAGO PONIENTE 1,MAIPU,COBERTURA,COBERTURA,AL,49461,2,24730.5,724.7844507162113,35.0,11
29948,1213887,SUR 2,CONCEPCION NORTE,TOME,COBERTURA,COBERTURA,AL,103873,2,51936.5,2608.5169157971736,21.0,25
29949,1213935,SANTIAGO,SANTIAGO PONIENTE 2,SAN BERNARDO,COBERTURA,COBERTURA,CA,186395,3,62131.666666666664,1547.0986824806396,17.5,11
29950,1214019,SANTIAGO,SANTIAGO PONIENTE 1,ESTACION CENTRAL,COBERTURA,COBERTURA,AL,96503,3,32167.666666666668,7546.624433038479,21.0,4
29951,1214816,SANTIAGO,SANTIAGO NORTE 1,QUILICURA,COBERTURA,COBERTURA,AL,232294,4,58073.5,13325.383309058441,14.0,4
29952,1214872,NORTE 1,IQUIQUE,IQUIQUE,COBERTURA,COBERTURA,AL,69992,2,34996.0,6363.961030678927,28.0,18
29953,1214978,SUR 1,TALCA,CAUQUENES,COBERTURA,COBERTURA,AL,166435,5,33287.0,16769.377880529737,21.0,4
29954,1215040,SUR 3,PUERTO MONTT,LLANQUIHUE,COBERTURA,COBERTURA,AL,114789,2,57394.5,14261.636669751477,28.0,18
29955,1215118,NORTE 2,SAN FELIPE,PANQUEHUE,COBERTURA,COBERTURA,AL,162361,3,54120.333333333336,12443.344298593256,14.0,18
29956,1215187,SANTIAGO,SANTIAGO CENTRO COSTA,MELIPILLA,COBERTURA,COBERTURA,AL,213075,2,106537.5,45872.1382159149,7.0,39
29957,1215257,SUR 2,CONCEPCION NORTE,TOME,COBERTURA,COBERTURA,PA,118093,4,29523.25,14985.270932374453,14.0,4
29958,1215571,NORTE 1,IQUIQUE,ALTO HOSPICIO,COBERTURA,COBERTURA,AL,164900,3,54966.666666666664,27471.326821493956,17.5,11
29959,1215799,SANTIAGO,SANTIAGO CENTRO COSTA,SAN ANTONIO,COBERTURA,COBERTURA,AL,487966,3,162655.33333333334,3779.3398012527673,17.5,11
29960,1215925,NORTE 1,CALAMA,CALAMA,COBERTURA,COBERTURA,AL,807495,3,269165.0,137769.07164164243,28.0,18
29961,1215927,SUR 1,SAN FERNANDO,MARCHIHUE,COBERTURA,COBERTURA,AL,124991,5,24998.2,13297.429947174001,14.0,4
29962,1216387,SUR 3,PUNTA ARENAS,PUNTA ARENAS,COBERTURA,COBERTURA,AL,252605,4,63151.25,20253.280234322538,14.333333333333334,3
29963,1216532,NORTE 1,COPIAPO,COPIAPO,COBERTURA,COBERTURA,AL,145254,4,36313.5,10037.530024861693,11.666666666666666,11
29964,1216884,SUR 3,PUERTO MONTT,PUERTO VARAS,COBERTURA,COBERTURA,AL,199537,6,33256.166666666664,6951.713556143311,8.4,4
29965,1217291,NORTE 1,IQUIQUE,ALTO HOSPICIO,COBERTURA,COBERTURA,AL,59966,2,29983.0,1224.7089450151004,21.0,25
29966,1217395,SANTIAGO,SANTIAGO CENTRO ORIENTE,SANTIAGO,COBERTURA,COBERTURA,AL,205145,5,41029.0,12029.598559386759,10.75,3
29967,1217625,SANTIAGO,SANTIAGO SUR 2,SANTIAGO,COBERTURA,COBERTURA,AL,894501,13,68807.76923076923,20569.800712670367,13.666666666666666,5
29968,1217653,SUR 1,CURICO,CURICO,COBERTURA,COBERTURA,AL,90210,4,22552.5,21116.967182812972,21.0,4
29969,1217940,SUR 1,SAN FERNANDO,PAREDONES,COBERTURA,COBERTURA,AL,162060,3,54020.0,18311.06422357805,21.0,25
29970,1217999,SUR 2,CHILLAN,RETIRO,COBERTURA,COBERTURA,AL,177471,2,88735.5,34398.623584381974,35.0,11
29971,1218008,SUR 2,CHILLAN,RETIRO,COBERTURA,COBERTURA,AL,119925,2,59962.5,8777.316474868614,21.0,25
29972,1218462,SUR 3,PUERTO MONTT,PUERTO VARAS,COBERTURA,COBERTURA,AL,59302,2,29651.0,2810.04234843534,28.0,18
29973,1218592,SUR 3,TEMUCO NORTE,VICTORIA,COBERTURA,COBERTURA,AL,850523,8,106315.375,92693.38111050017,14.0,4
29974,1219195,NORTE 2,SAN FELIPE,CALLE LARGA,COBERTURA,COBERTURA,AL,302740,5,60548.0,35503.02294171582,17.5,11
29975,1219641,SANTIAGO,SANTIAGO SUR 2,PUENTE ALTO,COBERTURA,COBERTURA,AL,156799,2,78399.5,42076.38901450551,42.0,4
29976,1219655,SANTIAGO,SANTIAGO CENTRO COSTA,MELIPILLA,COBERTURA,COBERTURA,MK,1143825,4,285956.25,120819.41454191045,15.0,1
29977,1219691,SUR 3,TEMUCO SUR,VILLARRICA,COBERTURA,COBERTURA,AL,82419,3,27473.0,16158.572802076302,21.0,25
29978,1219698,SANTIAGO,SANTIAGO CENTRO ORIENTE,ÑUÑOA,COBERTURA,COBERTURA,AL,324251,4,81062.75,24413.263940939974,14.0,4
29979,1219758,SUR 2,CONCEPCION SUR,SAN PEDRO DE LA PAZ,COBERTURA,COBERTURA,AL,99965,5,19993.0,10677.14430454136,17.5,11
29980,1219851,SUR 3,PUNTA ARENAS,NATALES,COBERTURA,COBERTURA,AL,116429,3,38809.666666666664,5394.107556707907,14.0,18
29981,1219878,SUR 1,SAN FERNANDO,LAS CABRAS,COBERTURA,COBERTURA,AL,122369,3,40789.666666666664,25638.648664337466,21.0,25
29982,1219975,,,,,,,63981,4,15995.25,14350.299517780108,28.0,18
29983,1220002,SUR 3,TEMUCO SUR,FREIRE,COBERTURA,COBERTURA,AL,55102,2,27551.0,1848.3771260216351,28.0,18
29984,1220593,SUR 2,LOS ANGELES,ANGOL,COBERTURA,COBERTURA,AL,101974,5,20394.8,13567.091681712776,21.0,4
29985,1220715,,,,,,,59983,1,59983.0,,,46
29986,1220934,SUR 3,PUNTA ARENAS,NATALES,COBERTURA,COBERTURA,PA,85505,2,42752.5,3630.9933213929216,22.0,24
29987,1221398,SANTIAGO,SANTIAGO PONIENTE 2,PEÑAFLOR,COBERTURA,COBERTURA,AL,238957,2,119478.5,11919.699010461632,21.0,25
29988,1221701,SUR 2,CONCEPCION NORTE,CONCEPCION,COBERTURA,COBERTURA,AL,177032,4,44258.0,20663.671648572043,21.0,4
29989,1221713,SUR 2,CHILLAN,SAN IGNACIO,COBERTURA,COBERTURA,AL,57259,4,14314.75,2297.620562669128,42.0,4
29990,1221922,SUR 3,OSORNO,VALDIVIA,COBERTURA,COBERTURA,AL,83168,3,27722.666666666668,9617.502707737249,35.0,11
29991,1222189,SUR 3,TEMUCO NORTE,PERQUENCO,COBERTURA,COBERTURA,AL,248286,6,41381.0,29417.01096984532,7.0,39
29992,1222521,SUR 1,SAN FERNANDO,SAN FERNANDO,COBERTURA,COBERTURA,AL,359166,6,59861.0,34772.91427533793,10.5,4
29993,1222836,SUR 1,RANCAGUA,RANCAGUA,COBERTURA,COBERTURA,AL,277042,8,34630.25,25396.025463783553,21.0,4
29994,1222839,NORTE 1,COPIAPO,COPIAPO,COBERTURA,COBERTURA,AL,412942,3,137647.33333333334,18206.97850642257,14.0,18
29995,1222990,SANTIAGO,SANTIAGO SUR 1,SAN MIGUEL,COBERTURA,COBERTURA,AL,654278,2,327139.0,103575.58709464311,28.0,18
29996,1223031,NORTE 2,VIÑA INTERIOR,QUILLOTA,COBERTURA,COBERTURA,AL,101101,3,33700.333333333336,869.1123824531161,14.0,18
29997,1223280,SANTIAGO,SANTIAGO SUR 1,LA FLORIDA,COBERTURA,COBERTURA,AL,171714,4,42928.5,12505.944439878715,11.666666666666666,11
29998,1223313,SUR 3,COYHAIQUE,COYHAIQUE,COBERTURA,COBERTURA,AL,546924,4,136731.0,40187.41885217313,14.0,4
29999,1223329,SANTIAGO,SANTIAGO NORTE 1,CONCHALI,COBERTURA,COBERTURA,AL,205277,4,51319.25,16145.746279335206,11.666666666666666,11
30000,1223632,SUR 2,CHILLAN,PARRAL,COBERTURA,COBERTURA,AL,483252,3,161084.0,97657.2439760615,28.0,18
30001,1223652,,,,,,,37958,2,18979.0,7648.066945313698,,46
30002,1223871,NORTE 1,COPIAPO,COPIAPO,COBERTURA,COBERTURA,AL,33621,1,33621.0,,,46
30003,1224100,NORTE 1,ARICA,ARICA,COBERTURA,COBERTURA,AL,796765,7,113823.57142857143,65654.88558073228,21.0,4
30004,1224162,SANTIAGO,SANTIAGO PONIENTE 2,BUIN,COBERTURA,COBERTURA,AL,298664,6,49777.333333333336,19328.88033660167,8.2,5
30005,1224173,SUR 3,TEMUCO SUR,VILLARRICA,COBERTURA,COBERTURA,AL,346034,6,57672.333333333336,31102.271059629496,11.666666666666666,11
30006,1224289,SUR 3,COYHAIQUE,COYHAIQUE,COBERTURA,COBERTURA,AL,142100,4,35525.0,9863.72894328847,11.666666666666666,11
30007,1224304,NORTE 2,SAN FELIPE,SANTA MARIA,COBERTURA,COBERTURA,AL,132218,5,26443.6,11158.854031664721,14.0,4
30008,1224434,SANTIAGO,SANTIAGO CENTRO COSTA,SAN ANTONIO,COBERTURA,COBERTURA,AL,117319,3,39106.333333333336,6948.549081163156,17.0,12
30009,1224446,SUR 3,CHILOE,QUEILEN,COBERTURA,COBERTURA,AL,84083,4,21020.75,11790.347955707952,42.0,4
30010,1224602,SUR 1,SAN FERNANDO,LAS CABRAS,COBERTURA,COBERTURA,PA,240522,6,40087.0,8204.190295208906,8.4,4
30011,1224681,SANTIAGO,SANTIAGO CENTRO COSTA,CARTAGENA,COBERTURA,COBERTURA,AL,452278,4,113069.5,12625.922025737367,12.333333333333334,9
30012,1224683,NORTE 1,ANTOFAGASTA,ANTOFAGASTA,COBERTURA,COBERTURA,MK,478517,11,43501.545454545456,48981.97288260986,9.666666666666666,17
30013,1224885,SANTIAGO,SANTIAGO SUR 1,LA FLORIDA,COBERTURA,COBERTURA,AL,116663,2,58331.5,1051.4677836243961,42.0,4
30014,1225344,SANTIAGO,SANTIAGO SUR 1,LA FLORIDA,COBERTURA,COBERTURA,AL,161488,2,80744.0,4129.503602129437,42.0,4
30015,1225729,SANTIAGO,SANTIAGO SUR 1,SAN RAMON,COBERTURA,COBERTURA,AL,827151,6,137858.5,69071.98930029452,11.25,1
30016,1226042,SANTIAGO,SANTIAGO SUR 1,LA GRANJA,COBERTURA,COBERTURA,AL,68386,2,34193.0,521.8448045156721,21.0,25
30017,1226090,SUR 1,TALCA,SAN JAVIER,COBERTURA,COBERTURA,AL,209411,10,20941.1,13511.09036187186,8.4,4
30018,1226130,SANTIAGO,SANTIAGO CENTRO ORIENTE,SANTIAGO,COBERTURA,COBERTURA,AL,203453,3,67817.66666666667,25215.190150647948,17.5,11
30019,1226131,SANTIAGO,SANTIAGO SUR 2,PUENTE ALTO,COBERTURA,COBERTURA,AL,152959,4,38239.75,17326.98972460787,14.0,4
30020,1226208,SUR 1,SAN FERNANDO,NANCAGUA,COBERTURA,COBERTURA,AL,132360,4,33090.0,15093.406132038806,17.5,11
30021,1226352,NORTE 2,LA SERENA,COQUIMBO,COBERTURA,COBERTURA,AL,114016,2,57008.0,5942.525389091746,28.0,18
30022,1226365,SUR 1,RANCAGUA,GRANEROS,COBERTURA,COBERTURA,AL,521669,8,65208.625,60800.78941437121,9.333333333333334,18
30023,1226762,SUR 1,RANCAGUA,GRANEROS,COBERTURA,COBERTURA,CA,109892,3,36630.666666666664,1048.4680888483595,17.5,11
30024,1226773,NORTE 2,VIÑA COSTA,VALPARAISO,COBERTURA,COBERTURA,AL,98823,4,24705.75,8512.70980651872,14.0,18
30025,1226806,,,,,,,184443,6,30740.5,11361.199879414145,7.0,25
30026,1226854,NORTE 1,ARICA,ARICA,COBERTURA,COBERTURA,AL,205940,9,22882.222222222223,12589.341322898688,11.666666666666666,11
30027,1226979,SANTIAGO,SANTIAGO CENTRO ORIENTE,LAS CONDES,COBERTURA,COBERTURA,AL,66841,1,66841.0,,,46
30028,1226999,SANTIAGO,SANTIAGO SUR 2,EL BOSQUE,COBERTURA,COBERTURA,AL,513731,7,73390.14285714286,15780.38758954261,7.0,4
30029,1227148,SUR 3,TEMUCO NORTE,TEMUCO,COBERTURA,COBERTURA,AL,157017,2,78508.5,81317.98694323415,,46
30030,1227537,SANTIAGO,SANTIAGO CENTRO ORIENTE,SANTIAGO,COBERTURA,COBERTURA,AL,116822,4,29205.5,2825.287419007135,14.0,4
30031,1227868,,,,,,,140000,2,70000.0,3708.067960542255,35.0,11
30032,1227993,SANTIAGO,SANTIAGO CENTRO COSTA,SANTO DOMINGO,COBERTURA,COBERTURA,PA,97126,2,48563.0,285.6711395993652,28.0,18
30033,1228157,SUR 2,CONCEPCION SUR,LEBU,COBERTURA,COBERTURA,AL,194185,6,32364.166666666668,20617.489026713865,17.5,11
30034,1228398,SANTIAGO,SANTIAGO CENTRO ORIENTE,ÑUÑOA,COBERTURA,COBERTURA,MK,123865,2,61932.5,23756.666527524438,28.0,18
30035,1228522,SANTIAGO,SANTIAGO CENTRO ORIENTE,SANTIAGO,COBERTURA,COBERTURA,AL,417327,4,104331.75,18707.19110173055,15.0,1
30036,1228767,SUR 2,LOS ANGELES,SANTA BARBARA,COBERTURA,COBERTURA,AL,98268,5,19653.6,11835.044288045567,21.0,4
30037,1228858,SUR 2,CONCEPCION NORTE,TOME,COBERTURA,COBERTURA,AL,210226,6,35037.666666666664,30347.92080302482,14.0,18
30038,1229058,SUR 3,TEMUCO NORTE,TEMUCO,COBERTURA,COBERTURA,AL,95847,6,15974.5,7841.526936764293,17.5,11
30039,1229146,SUR 3,TEMUCO SUR,VILLARRICA,COBERTURA,COBERTURA,AL,409412,6,68235.33333333333,37162.27204392469,17.5,11
30040,1229153,SUR 2,CONCEPCION NORTE,TALCAHUANO,COBERTURA,COBERTURA,MK,381647,7,54521.0,29559.50344643834,14.0,18
30041,1229339,,,,,,,176997,8,22124.625,14183.260505030974,11.666666666666666,11
30042,1229476,NORTE 1,ANTOFAGASTA,ANTOFAGASTA,COBERTURA,COBERTURA,AL,196976,6,32829.333333333336,15092.979635137213,14.0,4
30043,1229514,SANTIAGO,SANTIAGO SUR 1,LO ESPEJO,COBERTURA,COBERTURA,AL,475294,6,79215.66666666667,26480.642451924512,8.4,4
30044,1229564,SUR 2,CONCEPCION NORTE,HUALQUI,COBERTURA,COBERTURA,AL,116805,3,38935.0,5628.192160898559,14.0,18
30045,1229583,SUR 2,LOS ANGELES,YUMBEL,COBERTURA,COBERTURA,AL,135522,3,45174.0,35460.146996311225,7.0,39
30046,1229695,SUR 3,OSORNO,PURRANQUE,COBERTURA,COBERTURA,AL,312360,7,44622.857142857145,19860.895300636806,17.5,11
30047,1229925,SUR 1,SAN FERNANDO,SAN FERNANDO,COBERTURA,COBERTURA,AL,62302,3,20767.333333333332,9020.465084092579,21.0,25
30048,1230011,NORTE 2,OVALLE,OVALLE,COBERTURA,COBERTURA,AL,56757,2,28378.5,3565.939497523759,42.0,4
30049,1230175,SUR 3,OSORNO,LOS LAGOS,COBERTURA,COBERTURA,AL,127720,5,25544.0,13834.244702910239,21.0,4
30050,1230443,NORTE 2,VIÑA COSTA,VALPARAISO,COBERTURA,COBERTURA,PA,65421,2,32710.5,1277.7419536040913,35.0,11
30051,1230465,SUR 1,TALCA,SAN CLEMENTE,COBERTURA,COBERTURA,AL,277320,4,69330.0,44476.605498471516,35.0,11
30052,1230590,SUR 1,TALCA,TALCA,COBERTURA,COBERTURA,AL,60326,3,20108.666666666668,10743.831920378005,35.0,11
30053,1230597,SUR 1,TALCA,TALCA,COBERTURA,COBERTURA,AL,351405,5,70281.0,13848.104184327904,10.5,4
30054,1230779,NORTE 1,CALAMA,CALAMA,COBERTURA,COBERTURA,AL,218199,5,43639.8,22961.8227216395,28.0,18
