Cod Cliente,cluster,cluster_agrupado
1195879,10,Sin un comportamiento claro
1195882,9,Mortadelas + básicos
1195883,11,Básica vienesa-paté
1195884,8,Charcutería colonial/salchichón
1195885,1,Salame laminado + básicos
1195887,9,Mortadelas + básicos
1195893,9,Mortadelas + básicos
1195896,4,Queso gauda + básicos
1195898,11,Básica vienesa-paté
1195904,10,Sin un comportamiento claro
1195908,3,Queso gauda + básicos
1195917,6,Charcutería colonial/salchichón
1195919,1,Salame laminado + básicos
1195925,9,Mortadelas + básicos
1195927,1,Salame laminado + básicos
1195929,2,Mortadelas + básicos
1195931,11,Básica vienesa-paté
1195934,8,Charcutería colonial/salchichón
1195938,4,Queso gauda + básicos
1195948,6,Charcutería colonial/salchichón
1195953,6,Charcutería colonial/salchichón
1195955,11,Básica vienesa-paté
1195964,4,Queso gauda + básicos
1195970,3,Queso gauda + básicos
1195971,12,Básica vienesa-paté
1195974,8,Charcutería colonial/salchichón
1195981,3,Queso gauda + básicos
1195985,2,Mortadelas + básicos
1195989,4,Queso gauda + básicos
1195990,11,Básica vienesa-paté
1195995,13,Formato chico paté-salame-lácteos
1196002,12,Básica vienesa-paté
1196003,2,Mortadelas + básicos
1196014,3,Queso gauda + básicos
1196021,13,Formato chico paté-salame-lácteos
1196038,10,Sin un comportamiento claro
1196040,10,Sin un comportamiento claro
1196041,10,Sin un comportamiento claro
1196042,5,Salame chico / comida rápida
1196044,6,Charcutería colonial/salchichón
1196048,12,Básica vienesa-paté
1196052,10,Sin un comportamiento claro
1196058,5,Salame chico / comida rápida
1196059,3,Queso gauda + básicos
1196065,7,Fiambrería tradicional surtida
1196070,13,Formato chico paté-salame-lácteos
1196074,4,Queso gauda + básicos
1196076,11,Básica vienesa-paté
1196080,10,Sin un comportamiento claro
1196082,1,Salame laminado + básicos
1196085,1,Salame laminado + básicos
1196093,6,Charcutería colonial/salchichón
1196098,1,Salame laminado + básicos
1196102,5,Salame chico / comida rápida
1196111,10,Sin un comportamiento claro
1196116,12,Básica vienesa-paté
1196118,11,Básica vienesa-paté
1196123,5,Salame chico / comida rápida
1196127,4,Queso gauda + básicos
1196133,11,Básica vienesa-paté
1196134,2,Mortadelas + básicos
1196147,12,Básica vienesa-paté
1196148,12,Básica vienesa-paté
1196157,2,Mortadelas + básicos
1196169,13,Formato chico paté-salame-lácteos
1196172,8,Charcutería colonial/salchichón
1196174,2,Mortadelas + básicos
1196179,7,Fiambrería tradicional surtida
1196193,1,Salame laminado + básicos
1196206,6,Charcutería colonial/salchichón
1196211,6,Charcutería colonial/salchichón
1196214,9,Mortadelas + básicos
1196216,2,Mortadelas + básicos
1196219,9,Mortadelas + básicos
1196221,2,Mortadelas + básicos
1196222,7,Fiambrería tradicional surtida
1196226,6,Charcutería colonial/salchichón
1196227,1,Salame laminado + básicos
1196229,10,Sin un comportamiento claro
1196239,6,Charcutería colonial/salchichón
1196241,7,Fiambrería tradicional surtida
1196244,2,Mortadelas + básicos
1196249,3,Queso gauda + básicos
1196254,5,Salame chico / comida rápida
1196255,3,Queso gauda + básicos
1196256,8,Charcutería colonial/salchichón
1196259,6,Charcutería colonial/salchichón
1196261,9,Mortadelas + básicos
1196262,9,Mortadelas + básicos
1196276,1,Salame laminado + básicos
1196282,12,Básica vienesa-paté
1196285,2,Mortadelas + básicos
1196294,5,Salame chico / comida rápida
1196298,12,Básica vienesa-paté
1196301,8,Charcutería colonial/salchichón
1196307,8,Charcutería colonial/salchichón
1196309,4,Queso gauda + básicos
1196311,3,Queso gauda + básicos
1196317,1,Salame laminado + básicos
1196344,10,Sin un comportamiento claro
1196345,10,Sin un comportamiento claro
1196350,4,Queso gauda + básicos
1196359,3,Queso gauda + básicos
1196361,1,Salame laminado + básicos
1196363,12,Básica vienesa-paté
1196376,3,Queso gauda + básicos
1196377,8,Charcutería colonial/salchichón
1196392,5,Salame chico / comida rápida
1196399,11,Básica vienesa-paté
1196404,12,Básica vienesa-paté
1196405,1,Salame laminado + básicos
1196406,4,Queso gauda + básicos
1196416,13,Formato chico paté-salame-lácteos
1196421,7,Fiambrería tradicional surtida
1196422,13,Formato chico paté-salame-lácteos
1196430,1,Salame laminado + básicos
1196432,7,Fiambrería tradicional surtida
1196439,11,Básica vienesa-paté
1196459,3,Queso gauda + básicos
1196461,10,Sin un comportamiento claro
1196462,3,Queso gauda + básicos
1196463,2,Mortadelas + básicos
1196465,3,Queso gauda + básicos
1196467,10,Sin un comportamiento claro
1196478,6,Charcutería colonial/salchichón
1196480,13,Formato chico paté-salame-lácteos
1196482,8,Charcutería colonial/salchichón
1196488,13,Formato chico paté-salame-lácteos
1196491,3,Queso gauda + básicos
1196492,3,Queso gauda + básicos
1196493,5,Salame chico / comida rápida
1196495,8,Charcutería colonial/salchichón
1196500,3,Queso gauda + básicos
1196508,3,Queso gauda + básicos
1196511,12,Básica vienesa-paté
1196535,6,Charcutería colonial/salchichón
1196544,9,Mortadelas + básicos
1196545,7,Fiambrería tradicional surtida
1196547,1,Salame laminado + básicos
1196548,7,Fiambrería tradicional surtida
1196549,9,Mortadelas + básicos
1196551,1,Salame laminado + básicos
1196553,7,Fiambrería tradicional surtida
1196555,1,Salame laminado + básicos
1196560,9,Mortadelas + básicos
1196561,3,Queso gauda + básicos
1196562,13,Formato chico paté-salame-lácteos
1196564,8,Charcutería colonial/salchichón
1196566,6,Charcutería colonial/salchichón
1196569,10,Sin un comportamiento claro
1196572,13,Formato chico paté-salame-lácteos
1196573,4,Queso gauda + básicos
1196576,6,Charcutería colonial/salchichón
1196577,8,Charcutería colonial/salchichón
1196584,13,Formato chico paté-salame-lácteos
1196585,10,Sin un comportamiento claro
1196587,8,Charcutería colonial/salchichón
1196588,13,Formato chico paté-salame-lácteos
1196591,6,Charcutería colonial/salchichón
1196593,13,Formato chico paté-salame-lácteos
1196603,1,Salame laminado + básicos
1196604,10,Sin un comportamiento claro
1196605,10,Sin un comportamiento claro
1196606,2,Mortadelas + básicos
1196607,7,Fiambrería tradicional surtida
1196610,5,Salame chico / comida rápida
1196615,2,Mortadelas + básicos
1196616,7,Fiambrería tradicional surtida
1196617,7,Fiambrería tradicional surtida
1196622,7,Fiambrería tradicional surtida
1196628,3,Queso gauda + básicos
1196629,11,Básica vienesa-paté
1196631,9,Mortadelas + básicos
1196634,6,Charcutería colonial/salchichón
1196638,7,Fiambrería tradicional surtida
1196639,11,Básica vienesa-paté
1196642,2,Mortadelas + básicos
1196644,10,Sin un comportamiento claro
1196645,2,Mortadelas + básicos
1196648,8,Charcutería colonial/salchichón
1196649,11,Básica vienesa-paté
1196650,7,Fiambrería tradicional surtida
1196651,8,Charcutería colonial/salchichón
1196652,6,Charcutería colonial/salchichón
1196653,11,Básica vienesa-paté
1196654,13,Formato chico paté-salame-lácteos
1196656,9,Mortadelas + básicos
1196657,4,Queso gauda + básicos
1196658,9,Mortadelas + básicos
1196661,7,Fiambrería tradicional surtida
1196666,12,Básica vienesa-paté
1196667,10,Sin un comportamiento claro
1196668,7,Fiambrería tradicional surtida
1196678,7,Fiambrería tradicional surtida
1196679,7,Fiambrería tradicional surtida
1196680,3,Queso gauda + básicos
1196683,8,Charcutería colonial/salchichón
1196686,4,Queso gauda + básicos
1196689,8,Charcutería colonial/salchichón
1196694,3,Queso gauda + básicos
1196695,1,Salame laminado + básicos
1196696,12,Básica vienesa-paté
1196710,3,Queso gauda + básicos
1196712,12,Básica vienesa-paté
1196722,6,Charcutería colonial/salchichón
1196723,12,Básica vienesa-paté
1196727,10,Sin un comportamiento claro
1196731,10,Sin un comportamiento claro
1196732,2,Mortadelas + básicos
1196737,4,Queso gauda + básicos
1196738,11,Básica vienesa-paté
1196747,13,Formato chico paté-salame-lácteos
1196749,1,Salame laminado + básicos
1196758,1,Salame laminado + básicos
1196759,12,Básica vienesa-paté
1196760,7,Fiambrería tradicional surtida
1196761,13,Formato chico paté-salame-lácteos
1196762,2,Mortadelas + básicos
1196764,2,Mortadelas + básicos
1196766,10,Sin un comportamiento claro
1196771,5,Salame chico / comida rápida
1196773,8,Charcutería colonial/salchichón
1196774,12,Básica vienesa-paté
1196778,3,Queso gauda + básicos
1196779,2,Mortadelas + básicos
1196782,12,Básica vienesa-paté
1196790,1,Salame laminado + básicos
1196792,9,Mortadelas + básicos
1196795,6,Charcutería colonial/salchichón
1196799,12,Básica vienesa-paté
1196801,8,Charcutería colonial/salchichón
1196802,5,Salame chico / comida rápida
1196804,7,Fiambrería tradicional surtida
1196805,6,Charcutería colonial/salchichón
1196808,13,Formato chico paté-salame-lácteos
1196810,10,Sin un comportamiento claro
1196819,13,Formato chico paté-salame-lácteos
1196821,9,Mortadelas + básicos
1196822,10,Sin un comportamiento claro
1196823,6,Charcutería colonial/salchichón
1196831,13,Formato chico paté-salame-lácteos
1196837,2,Mortadelas + básicos
1196838,9,Mortadelas + básicos
1196848,1,Salame laminado + básicos
1196855,4,Queso gauda + básicos
1196859,9,Mortadelas + básicos
1196868,6,Charcutería colonial/salchichón
1196876,4,Queso gauda + básicos
1196877,2,Mortadelas + básicos
1196879,7,Fiambrería tradicional surtida
1196891,12,Básica vienesa-paté
1196894,10,Sin un comportamiento claro
1196896,1,Salame laminado + básicos
1196908,12,Básica vienesa-paté
1196909,8,Charcutería colonial/salchichón
1196915,5,Salame chico / comida rápida
1196917,2,Mortadelas + básicos
1196918,9,Mortadelas + básicos
1196919,11,Básica vienesa-paté
1196920,9,Mortadelas + básicos
1196921,4,Queso gauda + básicos
1196922,11,Básica vienesa-paté
1196926,4,Queso gauda + básicos
1196930,5,Salame chico / comida rápida
1196931,10,Sin un comportamiento claro
1196935,11,Básica vienesa-paté
1196936,11,Básica vienesa-paté
1196938,9,Mortadelas + básicos
1196947,6,Charcutería colonial/salchichón
1196950,3,Queso gauda + básicos
1196951,4,Queso gauda + básicos
1196952,5,Salame chico / comida rápida
1196958,10,Sin un comportamiento claro
1196963,4,Queso gauda + básicos
1196981,13,Formato chico paté-salame-lácteos
1196982,2,Mortadelas + básicos
1196983,1,Salame laminado + básicos
1196984,6,Charcutería colonial/salchichón
1196989,8,Charcutería colonial/salchichón
1197013,2,Mortadelas + básicos
1197020,8,Charcutería colonial/salchichón
1197021,11,Básica vienesa-paté
1197024,3,Queso gauda + básicos
1197031,8,Charcutería colonial/salchichón
1197032,3,Queso gauda + básicos
1197041,9,Mortadelas + básicos
1197042,1,Salame laminado + básicos
1197043,12,Básica vienesa-paté
1197050,6,Charcutería colonial/salchichón
1197053,5,Salame chico / comida rápida
1197058,4,Queso gauda + básicos
1197069,12,Básica vienesa-paté
1197074,11,Básica vienesa-paté
1197075,5,Salame chico / comida rápida
1197089,2,Mortadelas + básicos
1197090,7,Fiambrería tradicional surtida
1197091,4,Queso gauda + básicos
1197097,6,Charcutería colonial/salchichón
1197099,2,Mortadelas + básicos
1197100,9,Mortadelas + básicos
1197101,5,Salame chico / comida rápida
1197106,4,Queso gauda + básicos
1197112,2,Mortadelas + básicos
1197116,13,Formato chico paté-salame-lácteos
1197119,7,Fiambrería tradicional surtida
1197122,11,Básica vienesa-paté
1197128,3,Queso gauda + básicos
1197130,6,Charcutería colonial/salchichón
1197137,4,Queso gauda + básicos
1197145,10,Sin un comportamiento claro
1197147,7,Fiambrería tradicional surtida
1197148,6,Charcutería colonial/salchichón
1197152,4,Queso gauda + básicos
1197154,13,Formato chico paté-salame-lácteos
1197159,12,Básica vienesa-paté
1197168,11,Básica vienesa-paté
1197199,12,Básica vienesa-paté
1197202,7,Fiambrería tradicional surtida
1197204,8,Charcutería colonial/salchichón
1197205,11,Básica vienesa-paté
1197208,10,Sin un comportamiento claro
1197209,11,Básica vienesa-paté
1197214,11,Básica vienesa-paté
1197216,7,Fiambrería tradicional surtida
1197217,12,Básica vienesa-paté
1197226,1,Salame laminado + básicos
1197227,13,Formato chico paté-salame-lácteos
1197229,6,Charcutería colonial/salchichón
1197234,13,Formato chico paté-salame-lácteos
1197244,12,Básica vienesa-paté
1197247,6,Charcutería colonial/salchichón
1197250,4,Queso gauda + básicos
1197251,3,Queso gauda + básicos
1197258,8,Charcutería colonial/salchichón
1197261,4,Queso gauda + básicos
1197264,12,Básica vienesa-paté
1197265,4,Queso gauda + básicos
1197270,11,Básica vienesa-paté
1197271,10,Sin un comportamiento claro
1197276,2,Mortadelas + básicos
1197279,4,Queso gauda + básicos
1197280,12,Básica vienesa-paté
1197292,6,Charcutería colonial/salchichón
1197299,6,Charcutería colonial/salchichón
1197301,7,Fiambrería tradicional surtida
1197304,10,Sin un comportamiento claro
1197309,2,Mortadelas + básicos
1197313,7,Fiambrería tradicional surtida
1197323,2,Mortadelas + básicos
1197325,4,Queso gauda + básicos
1197329,4,Queso gauda + básicos
1197333,11,Básica vienesa-paté
1197339,4,Queso gauda + básicos
1197341,10,Sin un comportamiento claro
1197349,9,Mortadelas + básicos
1197350,10,Sin un comportamiento claro
1197358,12,Básica vienesa-paté
1197361,9,Mortadelas + básicos
1197363,6,Charcutería colonial/salchichón
1197365,8,Charcutería colonial/salchichón
1197366,11,Básica vienesa-paté
1197372,9,Mortadelas + básicos
1197373,7,Fiambrería tradicional surtida
1197374,6,Charcutería colonial/salchichón
1197375,11,Básica vienesa-paté
1197378,3,Queso gauda + básicos
1197384,13,Formato chico paté-salame-lácteos
1197386,3,Queso gauda + básicos
1197389,13,Formato chico paté-salame-lácteos
1197392,4,Queso gauda + básicos
1197395,11,Básica vienesa-paté
1197404,5,Salame chico / comida rápida
1197406,7,Fiambrería tradicional surtida
1197407,4,Queso gauda + básicos
1197414,1,Salame laminado + básicos
1197423,1,Salame laminado + básicos
1197427,2,Mortadelas + básicos
1197428,1,Salame laminado + básicos
1197432,1,Salame laminado + básicos
1197439,10,Sin un comportamiento claro
1197447,9,Mortadelas + básicos
1197450,5,Salame chico / comida rápida
1197451,13,Formato chico paté-salame-lácteos
1197458,4,Queso gauda + básicos
1197464,2,Mortadelas + básicos
1197467,1,Salame laminado + básicos
1197471,8,Charcutería colonial/salchichón
1197473,4,Queso gauda + básicos
1197475,11,Básica vienesa-paté
1197476,12,Básica vienesa-paté
1197477,2,Mortadelas + básicos
1197478,2,Mortadelas + básicos
1197494,10,Sin un comportamiento claro
1197496,8,Charcutería colonial/salchichón
1197504,6,Charcutería colonial/salchichón
1197508,4,Queso gauda + básicos
1197511,11,Básica vienesa-paté
1197512,2,Mortadelas + básicos
1197530,1,Salame laminado + básicos
1197532,9,Mortadelas + básicos
1197536,2,Mortadelas + básicos
1197548,1,Salame laminado + básicos
1197551,9,Mortadelas + básicos
1197552,2,Mortadelas + básicos
1197555,3,Queso gauda + básicos
1197557,8,Charcutería colonial/salchichón
1197559,3,Queso gauda + básicos
1197560,6,Charcutería colonial/salchichón
1197568,4,Queso gauda + básicos
1197570,2,Mortadelas + básicos
1197573,2,Mortadelas + básicos
1197574,2,Mortadelas + básicos
1197577,10,Sin un comportamiento claro
1197578,11,Básica vienesa-paté
1197580,9,Mortadelas + básicos
1197581,7,Fiambrería tradicional surtida
1197586,13,Formato chico paté-salame-lácteos
1197587,12,Básica vienesa-paté
1197589,3,Queso gauda + básicos
1197598,7,Fiambrería tradicional surtida
1197601,9,Mortadelas + básicos
1197605,6,Charcutería colonial/salchichón
1197616,1,Salame laminado + básicos
1197620,5,Salame chico / comida rápida
1197621,6,Charcutería colonial/salchichón
1197631,9,Mortadelas + básicos
1197642,6,Charcutería colonial/salchichón
1197643,11,Básica vienesa-paté
1197644,2,Mortadelas + básicos
1197647,13,Formato chico paté-salame-lácteos
1197650,10,Sin un comportamiento claro
1197651,6,Charcutería colonial/salchichón
1197652,6,Charcutería colonial/salchichón
1197654,3,Queso gauda + básicos
1197656,2,Mortadelas + básicos
1197657,7,Fiambrería tradicional surtida
1197660,7,Fiambrería tradicional surtida
1197669,10,Sin un comportamiento claro
1197671,6,Charcutería colonial/salchichón
1197674,4,Queso gauda + básicos
1197675,11,Básica vienesa-paté
1197685,6,Charcutería colonial/salchichón
1197686,3,Queso gauda + básicos
1197687,7,Fiambrería tradicional surtida
1197692,4,Queso gauda + básicos
1197695,12,Básica vienesa-paté
1197699,12,Básica vienesa-paté
1197705,10,Sin un comportamiento claro
1197706,4,Queso gauda + básicos
1197714,6,Charcutería colonial/salchichón
1197718,11,Básica vienesa-paté
1197728,6,Charcutería colonial/salchichón
1197739,11,Básica vienesa-paté
1197747,12,Básica vienesa-paté
1197758,7,Fiambrería tradicional surtida
1197761,6,Charcutería colonial/salchichón
1197766,8,Charcutería colonial/salchichón
1197769,13,Formato chico paté-salame-lácteos
1197787,5,Salame chico / comida rápida
1197790,10,Sin un comportamiento claro
1197792,12,Básica vienesa-paté
1197796,1,Salame laminado + básicos
1197797,8,Charcutería colonial/salchichón
1197798,3,Queso gauda + básicos
1197805,9,Mortadelas + básicos
1197806,6,Charcutería colonial/salchichón
1197807,4,Queso gauda + básicos
1197810,12,Básica vienesa-paté
1197818,6,Charcutería colonial/salchichón
1197819,7,Fiambrería tradicional surtida
1197822,6,Charcutería colonial/salchichón
1197826,10,Sin un comportamiento claro
1197827,7,Fiambrería tradicional surtida
1197837,13,Formato chico paté-salame-lácteos
1197841,11,Básica vienesa-paté
1197848,2,Mortadelas + básicos
1197851,8,Charcutería colonial/salchichón
1197855,6,Charcutería colonial/salchichón
1197857,8,Charcutería colonial/salchichón
1197860,8,Charcutería colonial/salchichón
1197870,3,Queso gauda + básicos
1197877,13,Formato chico paté-salame-lácteos
1197882,13,Formato chico paté-salame-lácteos
1197887,10,Sin un comportamiento claro
1197896,7,Fiambrería tradicional surtida
1197898,2,Mortadelas + básicos
1197900,4,Queso gauda + básicos
1197901,7,Fiambrería tradicional surtida
1197913,8,Charcutería colonial/salchichón
1197921,11,Básica vienesa-paté
1197922,12,Básica vienesa-paté
1197932,8,Charcutería colonial/salchichón
1197934,8,Charcutería colonial/salchichón
1197935,10,Sin un comportamiento claro
1197941,6,Charcutería colonial/salchichón
1197942,1,Salame laminado + básicos
1197945,7,Fiambrería tradicional surtida
1197948,13,Formato chico paté-salame-lácteos
1197949,7,Fiambrería tradicional surtida
1197951,8,Charcutería colonial/salchichón
1197954,6,Charcutería colonial/salchichón
1197957,7,Fiambrería tradicional surtida
1197964,6,Charcutería colonial/salchichón
1197966,8,Charcutería colonial/salchichón
1197968,9,Mortadelas + básicos
1197974,3,Queso gauda + básicos
1197978,9,Mortadelas + básicos
1197979,7,Fiambrería tradicional surtida
1197980,9,Mortadelas + básicos
1197993,6,Charcutería colonial/salchichón
1197995,11,Básica vienesa-paté
1197998,2,Mortadelas + básicos
1198004,7,Fiambrería tradicional surtida
1198006,8,Charcutería colonial/salchichón
1198009,9,Mortadelas + básicos
1198013,2,Mortadelas + básicos
1198017,5,Salame chico / comida rápida
1198018,8,Charcutería colonial/salchichón
1198019,6,Charcutería colonial/salchichón
1198020,1,Salame laminado + básicos
1198026,6,Charcutería colonial/salchichón
1198027,6,Charcutería colonial/salchichón
1198029,6,Charcutería colonial/salchichón
1198036,3,Queso gauda + básicos
1198042,7,Fiambrería tradicional surtida
1198046,10,Sin un comportamiento claro
1198047,2,Mortadelas + básicos
1198048,13,Formato chico paté-salame-lácteos
1198054,11,Básica vienesa-paté
1198061,10,Sin un comportamiento claro
1198063,10,Sin un comportamiento claro
1198067,8,Charcutería colonial/salchichón
1198070,11,Básica vienesa-paté
1198074,12,Básica vienesa-paté
1198079,11,Básica vienesa-paté
1198080,6,Charcutería colonial/salchichón
1198082,11,Básica vienesa-paté
1198083,10,Sin un comportamiento claro
1198085,9,Mortadelas + básicos
1198086,8,Charcutería colonial/salchichón
1198090,7,Fiambrería tradicional surtida
1198092,6,Charcutería colonial/salchichón
1198098,4,Queso gauda + básicos
1198099,3,Queso gauda + básicos
1198100,11,Básica vienesa-paté
1198107,8,Charcutería colonial/salchichón
1198108,10,Sin un comportamiento claro
1198143,4,Queso gauda + básicos
1198145,3,Queso gauda + básicos
1198148,13,Formato chico paté-salame-lácteos
1198151,3,Queso gauda + básicos
1198152,2,Mortadelas + básicos
1198159,5,Salame chico / comida rápida
1198176,3,Queso gauda + básicos
1198192,6,Charcutería colonial/salchichón
1198194,1,Salame laminado + básicos
1198200,4,Queso gauda + básicos
1198206,8,Charcutería colonial/salchichón
1198237,8,Charcutería colonial/salchichón
1198267,6,Charcutería colonial/salchichón
1198275,6,Charcutería colonial/salchichón
1198277,3,Queso gauda + básicos
1198282,3,Queso gauda + básicos
1198284,7,Fiambrería tradicional surtida
1198286,7,Fiambrería tradicional surtida
1198298,6,Charcutería colonial/salchichón
1198301,8,Charcutería colonial/salchichón
1198310,1,Salame laminado + básicos
1198316,10,Sin un comportamiento claro
1198319,1,Salame laminado + básicos
1198320,3,Queso gauda + básicos
1198323,6,Charcutería colonial/salchichón
1198324,4,Queso gauda + básicos
1198326,9,Mortadelas + básicos
1198333,1,Salame laminado + básicos
1198338,11,Básica vienesa-paté
1198340,10,Sin un comportamiento claro
1198342,8,Charcutería colonial/salchichón
1198343,11,Básica vienesa-paté
1198344,11,Básica vienesa-paté
1198345,12,Básica vienesa-paté
1198350,2,Mortadelas + básicos
1198351,6,Charcutería colonial/salchichón
1198355,13,Formato chico paté-salame-lácteos
1198356,6,Charcutería colonial/salchichón
1198365,2,Mortadelas + básicos
1198401,10,Sin un comportamiento claro
1198410,12,Básica vienesa-paté
1198412,12,Básica vienesa-paté
1198413,11,Básica vienesa-paté
1198414,6,Charcutería colonial/salchichón
1198415,1,Salame laminado + básicos
1198418,8,Charcutería colonial/salchichón
1198419,5,Salame chico / comida rápida
1198420,5,Salame chico / comida rápida
1198425,9,Mortadelas + básicos
1198429,3,Queso gauda + básicos
1198432,9,Mortadelas + básicos
1198434,8,Charcutería colonial/salchichón
1198436,6,Charcutería colonial/salchichón
1198445,3,Queso gauda + básicos
1198447,8,Charcutería colonial/salchichón
1198449,6,Charcutería colonial/salchichón
1198465,11,Básica vienesa-paté
1198468,9,Mortadelas + básicos
1198474,5,Salame chico / comida rápida
1198478,12,Básica vienesa-paté
1198482,11,Básica vienesa-paté
1198489,10,Sin un comportamiento claro
1198494,4,Queso gauda + básicos
1198501,6,Charcutería colonial/salchichón
1198502,4,Queso gauda + básicos
1198503,1,Salame laminado + básicos
1198508,6,Charcutería colonial/salchichón
1198509,8,Charcutería colonial/salchichón
1198513,7,Fiambrería tradicional surtida
1198519,11,Básica vienesa-paté
1198526,10,Sin un comportamiento claro
1198528,4,Queso gauda + básicos
1198529,11,Básica vienesa-paté
1198532,5,Salame chico / comida rápida
1198534,13,Formato chico paté-salame-lácteos
1198539,5,Salame chico / comida rápida
1198546,2,Mortadelas + básicos
1198549,11,Básica vienesa-paté
1198550,2,Mortadelas + básicos
1198556,3,Queso gauda + básicos
1198564,2,Mortadelas + básicos
1198575,12,Básica vienesa-paté
1198582,6,Charcutería colonial/salchichón
1198583,6,Charcutería colonial/salchichón
1198586,3,Queso gauda + básicos
1198588,1,Salame laminado + básicos
1198589,13,Formato chico paté-salame-lácteos
1198593,11,Básica vienesa-paté
1198597,7,Fiambrería tradicional surtida
1198603,2,Mortadelas + básicos
1198604,4,Queso gauda + básicos
1198605,10,Sin un comportamiento claro
1198614,1,Salame laminado + básicos
1198616,12,Básica vienesa-paté
1198620,11,Básica vienesa-paté
1198622,4,Queso gauda + básicos
1198627,12,Básica vienesa-paté
1198629,2,Mortadelas + básicos
1198631,6,Charcutería colonial/salchichón
1198637,1,Salame laminado + básicos
1198650,11,Básica vienesa-paté
1198652,6,Charcutería colonial/salchichón
1198660,1,Salame laminado + básicos
1198665,13,Formato chico paté-salame-lácteos
1198668,3,Queso gauda + básicos
1198672,10,Sin un comportamiento claro
1198673,2,Mortadelas + básicos
1198676,11,Básica vienesa-paté
1198682,8,Charcutería colonial/salchichón
1198690,13,Formato chico paté-salame-lácteos
1198699,5,Salame chico / comida rápida
1198705,6,Charcutería colonial/salchichón
1198708,5,Salame chico / comida rápida
1198720,1,Salame laminado + básicos
1198722,10,Sin un comportamiento claro
1198723,3,Queso gauda + básicos
1198731,6,Charcutería colonial/salchichón
1198732,4,Queso gauda + básicos
1198733,7,Fiambrería tradicional surtida
1198736,10,Sin un comportamiento claro
1198737,8,Charcutería colonial/salchichón
1198738,13,Formato chico paté-salame-lácteos
1198743,8,Charcutería colonial/salchichón
1198745,2,Mortadelas + básicos
1198750,11,Básica vienesa-paté
1198752,10,Sin un comportamiento claro
1198754,13,Formato chico paté-salame-lácteos
1198761,3,Queso gauda + básicos
1198766,11,Básica vienesa-paté
1198767,9,Mortadelas + básicos
1198769,3,Queso gauda + básicos
1198770,11,Básica vienesa-paté
1198771,2,Mortadelas + básicos
1198774,3,Queso gauda + básicos
1198780,4,Queso gauda + básicos
1198787,4,Queso gauda + básicos
1198788,9,Mortadelas + básicos
1198793,7,Fiambrería tradicional surtida
1198795,3,Queso gauda + básicos
1198797,3,Queso gauda + básicos
1198800,9,Mortadelas + básicos
1198808,11,Básica vienesa-paté
1198813,3,Queso gauda + básicos
1198816,7,Fiambrería tradicional surtida
1198821,6,Charcutería colonial/salchichón
1198826,11,Básica vienesa-paté
1198829,6,Charcutería colonial/salchichón
1198830,3,Queso gauda + básicos
1198832,3,Queso gauda + básicos
1198834,2,Mortadelas + básicos
1198840,11,Básica vienesa-paté
1198842,8,Charcutería colonial/salchichón
1198850,5,Salame chico / comida rápida
1198853,4,Queso gauda + básicos
1198854,9,Mortadelas + básicos
1198858,10,Sin un comportamiento claro
1198860,8,Charcutería colonial/salchichón
1198871,2,Mortadelas + básicos
1198876,9,Mortadelas + básicos
1198877,12,Básica vienesa-paté
1198880,2,Mortadelas + básicos
1198890,9,Mortadelas + básicos
1198891,11,Básica vienesa-paté
1198893,11,Básica vienesa-paté
1198906,11,Básica vienesa-paté
1198907,4,Queso gauda + básicos
1198919,11,Básica vienesa-paté
1198931,6,Charcutería colonial/salchichón
1198936,11,Básica vienesa-paté
1198943,8,Charcutería colonial/salchichón
1198945,6,Charcutería colonial/salchichón
1198952,6,Charcutería colonial/salchichón
1198954,12,Básica vienesa-paté
1198966,1,Salame laminado + básicos
1198967,7,Fiambrería tradicional surtida
1198971,6,Charcutería colonial/salchichón
1198972,1,Salame laminado + básicos
1198981,8,Charcutería colonial/salchichón
1198982,12,Básica vienesa-paté
1198984,13,Formato chico paté-salame-lácteos
1198988,11,Básica vienesa-paté
1198992,2,Mortadelas + básicos
1198999,10,Sin un comportamiento claro
1199003,3,Queso gauda + básicos
1199407,2,Mortadelas + básicos
1199411,6,Charcutería colonial/salchichón
1199417,4,Queso gauda + básicos
1199418,4,Queso gauda + básicos
1199419,13,Formato chico paté-salame-lácteos
1199420,5,Salame chico / comida rápida
1199426,9,Mortadelas + básicos
1199433,6,Charcutería colonial/salchichón
1199435,10,Sin un comportamiento claro
1199436,9,Mortadelas + básicos
1199441,11,Básica vienesa-paté
1199447,10,Sin un comportamiento claro
1199448,4,Queso gauda + básicos
1199449,9,Mortadelas + básicos
1199458,1,Salame laminado + básicos
1199460,11,Básica vienesa-paté
1199462,6,Charcutería colonial/salchichón
1199463,4,Queso gauda + básicos
1199464,7,Fiambrería tradicional surtida
1199468,10,Sin un comportamiento claro
1199469,11,Básica vienesa-paté
1199476,6,Charcutería colonial/salchichón
1199479,3,Queso gauda + básicos
1199480,10,Sin un comportamiento claro
1199484,2,Mortadelas + básicos
1199486,2,Mortadelas + básicos
1199488,3,Queso gauda + básicos
1199490,3,Queso gauda + básicos
1199493,11,Básica vienesa-paté
1199505,2,Mortadelas + básicos
1199506,7,Fiambrería tradicional surtida
1199507,3,Queso gauda + básicos
1199508,3,Queso gauda + básicos
1199509,12,Básica vienesa-paté
1199517,12,Básica vienesa-paté
