Cod Cliente,cluster,cluster_agrupado
43379,11,Básica vienesa-paté
43385,2,Mortadelas + básicos
43408,11,Básica vienesa-paté
43429,7,Fiambrería tradicional surtida
43445,8,Charcutería colonial/salchichón
43496,9,Mortadelas + básicos
43555,3,Queso gauda + básicos
43570,11,Básica vienesa-paté
43637,9,Mortadelas + básicos
43682,13,Formato chico paté-salame-lácteos
43692,6,Charcutería colonial/salchichón
43789,6,Charcutería colonial/salchichón
43888,12,Básica vienesa-paté
43979,12,Básica vienesa-paté
44003,8,Charcutería colonial/salchichón
44061,11,Básica vienesa-paté
44081,3,Queso gauda + básicos
44117,6,Charcutería colonial/salchichón
44143,12,Básica vienesa-paté
44161,7,Fiambrería tradicional surtida
44183,11,Básica vienesa-paté
44315,11,Básica vienesa-paté
44450,12,Básica vienesa-paté
44453,8,Charcutería colonial/salchichón
44547,11,Básica vienesa-paté
44606,12,Básica vienesa-paté
44685,13,Formato chico paté-salame-lácteos
44748,3,Queso gauda + básicos
44843,2,Mortadelas + básicos
44907,4,Queso gauda + básicos
44930,9,Mortadelas + básicos
45140,3,Queso gauda + básicos
45145,9,Mortadelas + básicos
45147,10,Sin un comportamiento claro
45168,5,Salame chico / comida rápida
45290,6,Charcutería colonial/salchichón
45315,12,Básica vienesa-paté
45352,7,Fiambrería tradicional surtida
45361,6,Charcutería colonial/salchichón
45412,9,Mortadelas + básicos
45481,8,Charcutería colonial/salchichón
45532,8,Charcutería colonial/salchichón
45556,10,Sin un comportamiento claro
45563,6,Charcutería colonial/salchichón
45579,12,Básica vienesa-paté
45667,6,Charcutería colonial/salchichón
45678,6,Charcutería colonial/salchichón
45698,6,Charcutería colonial/salchichón
45720,10,Sin un comportamiento claro
45727,3,Queso gauda + básicos
45751,12,Básica vienesa-paté
45782,11,Básica vienesa-paté
45836,7,Fiambrería tradicional surtida
45875,7,Fiambrería tradicional surtida
45913,8,Charcutería colonial/salchichón
45999,6,Charcutería colonial/salchichón
46048,2,Mortadelas + básicos
46114,6,Charcutería colonial/salchichón
46130,3,Queso gauda + básicos
46134,2,Mortadelas + básicos
46148,3,Queso gauda + básicos
46194,6,Charcutería colonial/salchichón
46206,10,Sin un comportamiento claro
46234,10,Sin un comportamiento claro
46254,7,Fiambrería tradicional surtida
46257,11,Básica vienesa-paté
46312,2,Mortadelas + básicos
46336,9,Mortadelas + básicos
46394,3,Queso gauda + básicos
46398,11,Básica vienesa-paté
46414,2,Mortadelas + básicos
46658,8,Charcutería colonial/salchichón
46659,10,Sin un comportamiento claro
46690,9,Mortadelas + básicos
46717,7,Fiambrería tradicional surtida
46808,8,Charcutería colonial/salchichón
46839,3,Queso gauda + básicos
46873,4,Queso gauda + básicos
46892,8,Charcutería colonial/salchichón
46925,4,Queso gauda + básicos
46927,10,Sin un comportamiento claro
46985,7,Fiambrería tradicional surtida
47064,1,Salame laminado + básicos
47158,13,Formato chico paté-salame-lácteos
47160,6,Charcutería colonial/salchichón
47182,4,Queso gauda + básicos
47283,8,Charcutería colonial/salchichón
47284,3,Queso gauda + básicos
47337,7,Fiambrería tradicional surtida
47344,1,Salame laminado + básicos
47412,8,Charcutería colonial/salchichón
47438,11,Básica vienesa-paté
47477,4,Queso gauda + básicos
47494,6,Charcutería colonial/salchichón
47539,3,Queso gauda + básicos
47597,6,Charcutería colonial/salchichón
47624,10,Sin un comportamiento claro
47645,2,Mortadelas + básicos
47656,8,Charcutería colonial/salchichón
47673,8,Charcutería colonial/salchichón
47685,3,Queso gauda + básicos
47708,2,Mortadelas + básicos
47734,13,Formato chico paté-salame-lácteos
47754,7,Fiambrería tradicional surtida
47782,7,Fiambrería tradicional surtida
47806,2,Mortadelas + básicos
47809,3,Queso gauda + básicos
47898,8,Charcutería colonial/salchichón
47931,9,Mortadelas + básicos
47992,11,Básica vienesa-paté
48060,6,Charcutería colonial/salchichón
48064,1,Salame laminado + básicos
48110,8,Charcutería colonial/salchichón
48121,6,Charcutería colonial/salchichón
48123,7,Fiambrería tradicional surtida
48133,2,Mortadelas + básicos
48169,6,Charcutería colonial/salchichón
48171,5,Salame chico / comida rápida
48172,11,Básica vienesa-paté
48191,7,Fiambrería tradicional surtida
48192,6,Charcutería colonial/salchichón
48204,8,Charcutería colonial/salchichón
48254,6,Charcutería colonial/salchichón
48262,6,Charcutería colonial/salchichón
48272,6,Charcutería colonial/salchichón
48275,9,Mortadelas + básicos
48316,9,Mortadelas + básicos
48335,4,Queso gauda + básicos
48351,7,Fiambrería tradicional surtida
48406,7,Fiambrería tradicional surtida
48408,7,Fiambrería tradicional surtida
48455,9,Mortadelas + básicos
48487,12,Básica vienesa-paté
48505,7,Fiambrería tradicional surtida
48511,11,Básica vienesa-paté
48562,8,Charcutería colonial/salchichón
48595,6,Charcutería colonial/salchichón
48675,4,Queso gauda + básicos
48680,6,Charcutería colonial/salchichón
48685,3,Queso gauda + básicos
48702,3,Queso gauda + básicos
48732,11,Básica vienesa-paté
48795,3,Queso gauda + básicos
48798,6,Charcutería colonial/salchichón
48820,12,Básica vienesa-paté
48825,9,Mortadelas + básicos
48826,2,Mortadelas + básicos
48874,11,Básica vienesa-paté
48922,2,Mortadelas + básicos
48935,6,Charcutería colonial/salchichón
48983,1,Salame laminado + básicos
49018,5,Salame chico / comida rápida
49031,8,Charcutería colonial/salchichón
49052,1,Salame laminado + básicos
49064,9,Mortadelas + básicos
49094,9,Mortadelas + básicos
49104,7,Fiambrería tradicional surtida
49133,5,Salame chico / comida rápida
49149,6,Charcutería colonial/salchichón
49168,2,Mortadelas + básicos
49202,6,Charcutería colonial/salchichón
49278,2,Mortadelas + básicos
49327,3,Queso gauda + básicos
49395,9,Mortadelas + básicos
49404,12,Básica vienesa-paté
49428,9,Mortadelas + básicos
49494,2,Mortadelas + básicos
49516,4,Queso gauda + básicos
49556,2,Mortadelas + básicos
49574,2,Mortadelas + básicos
49600,2,Mortadelas + básicos
49673,11,Básica vienesa-paté
49674,8,Charcutería colonial/salchichón
49677,4,Queso gauda + básicos
49688,10,Sin un comportamiento claro
49692,12,Básica vienesa-paté
49723,5,Salame chico / comida rápida
49735,6,Charcutería colonial/salchichón
49816,6,Charcutería colonial/salchichón
49819,3,Queso gauda + básicos
49832,5,Salame chico / comida rápida
49938,6,Charcutería colonial/salchichón
49941,11,Básica vienesa-paté
49986,2,Mortadelas + básicos
50091,8,Charcutería colonial/salchichón
50137,3,Queso gauda + básicos
50144,3,Queso gauda + básicos
50145,2,Mortadelas + básicos
50208,8,Charcutería colonial/salchichón
50236,8,Charcutería colonial/salchichón
50273,3,Queso gauda + básicos
50274,7,Fiambrería tradicional surtida
50286,6,Charcutería colonial/salchichón
50290,2,Mortadelas + básicos
50292,3,Queso gauda + básicos
50326,11,Básica vienesa-paté
50329,8,Charcutería colonial/salchichón
50380,2,Mortadelas + básicos
50390,8,Charcutería colonial/salchichón
50430,9,Mortadelas + básicos
50438,8,Charcutería colonial/salchichón
50445,8,Charcutería colonial/salchichón
50491,1,Salame laminado + básicos
50504,2,Mortadelas + básicos
50604,1,Salame laminado + básicos
50617,7,Fiambrería tradicional surtida
50620,2,Mortadelas + básicos
50629,11,Básica vienesa-paté
50634,3,Queso gauda + básicos
50638,6,Charcutería colonial/salchichón
50657,9,Mortadelas + básicos
50658,6,Charcutería colonial/salchichón
50687,4,Queso gauda + básicos
50692,3,Queso gauda + básicos
50768,3,Queso gauda + básicos
50781,2,Mortadelas + básicos
50805,6,Charcutería colonial/salchichón
50844,11,Básica vienesa-paté
50851,11,Básica vienesa-paté
50880,12,Básica vienesa-paté
50913,12,Básica vienesa-paté
50932,9,Mortadelas + básicos
50997,3,Queso gauda + básicos
51007,10,Sin un comportamiento claro
51009,11,Básica vienesa-paté
51033,9,Mortadelas + básicos
51056,6,Charcutería colonial/salchichón
51093,12,Básica vienesa-paté
51109,10,Sin un comportamiento claro
51203,1,Salame laminado + básicos
51216,5,Salame chico / comida rápida
51248,12,Básica vienesa-paté
51251,5,Salame chico / comida rápida
51306,2,Mortadelas + básicos
51320,10,Sin un comportamiento claro
51360,11,Básica vienesa-paté
51372,11,Básica vienesa-paté
51383,11,Básica vienesa-paté
51396,2,Mortadelas + básicos
51414,9,Mortadelas + básicos
51427,3,Queso gauda + básicos
51430,3,Queso gauda + básicos
51433,2,Mortadelas + básicos
51458,6,Charcutería colonial/salchichón
51478,3,Queso gauda + básicos
51489,9,Mortadelas + básicos
51529,2,Mortadelas + básicos
51547,3,Queso gauda + básicos
51606,9,Mortadelas + básicos
51635,8,Charcutería colonial/salchichón
51648,6,Charcutería colonial/salchichón
51655,7,Fiambrería tradicional surtida
51662,4,Queso gauda + básicos
51704,6,Charcutería colonial/salchichón
51746,2,Mortadelas + básicos
51752,3,Queso gauda + básicos
51760,8,Charcutería colonial/salchichón
51777,6,Charcutería colonial/salchichón
51794,6,Charcutería colonial/salchichón
51810,6,Charcutería colonial/salchichón
51820,2,Mortadelas + básicos
51904,9,Mortadelas + básicos
51905,3,Queso gauda + básicos
51922,1,Salame laminado + básicos
51943,11,Básica vienesa-paté
51946,1,Salame laminado + básicos
51948,2,Mortadelas + básicos
51952,9,Mortadelas + básicos
51959,2,Mortadelas + básicos
51997,10,Sin un comportamiento claro
52024,3,Queso gauda + básicos
52028,5,Salame chico / comida rápida
52034,6,Charcutería colonial/salchichón
52069,9,Mortadelas + básicos
52078,2,Mortadelas + básicos
52118,1,Salame laminado + básicos
52137,1,Salame laminado + básicos
52220,5,Salame chico / comida rápida
52222,2,Mortadelas + básicos
52226,2,Mortadelas + básicos
52234,3,Queso gauda + básicos
52260,11,Básica vienesa-paté
52273,6,Charcutería colonial/salchichón
52332,2,Mortadelas + básicos
52347,11,Básica vienesa-paté
52399,11,Básica vienesa-paté
52419,8,Charcutería colonial/salchichón
52423,11,Básica vienesa-paté
52437,4,Queso gauda + básicos
52499,10,Sin un comportamiento claro
52524,8,Charcutería colonial/salchichón
52534,12,Básica vienesa-paté
52544,9,Mortadelas + básicos
52570,2,Mortadelas + básicos
52576,11,Básica vienesa-paté
52585,9,Mortadelas + básicos
52602,2,Mortadelas + básicos
52604,12,Básica vienesa-paté
52628,11,Básica vienesa-paté
52653,1,Salame laminado + básicos
52697,12,Básica vienesa-paté
52728,7,Fiambrería tradicional surtida
52734,8,Charcutería colonial/salchichón
52762,1,Salame laminado + básicos
52765,11,Básica vienesa-paté
52778,3,Queso gauda + básicos
52788,9,Mortadelas + básicos
52825,1,Salame laminado + básicos
52833,8,Charcutería colonial/salchichón
52844,3,Queso gauda + básicos
52907,12,Básica vienesa-paté
52917,10,Sin un comportamiento claro
52930,7,Fiambrería tradicional surtida
52943,2,Mortadelas + básicos
52959,8,Charcutería colonial/salchichón
52971,9,Mortadelas + básicos
52984,2,Mortadelas + básicos
52996,6,Charcutería colonial/salchichón
53007,11,Básica vienesa-paté
53016,6,Charcutería colonial/salchichón
53031,8,Charcutería colonial/salchichón
53093,7,Fiambrería tradicional surtida
53113,10,Sin un comportamiento claro
53186,8,Charcutería colonial/salchichón
53200,6,Charcutería colonial/salchichón
53205,3,Queso gauda + básicos
53213,10,Sin un comportamiento claro
53224,11,Básica vienesa-paté
53252,3,Queso gauda + básicos
53308,11,Básica vienesa-paté
53339,12,Básica vienesa-paté
53342,6,Charcutería colonial/salchichón
53386,3,Queso gauda + básicos
53389,5,Salame chico / comida rápida
53396,11,Básica vienesa-paté
53403,9,Mortadelas + básicos
53448,8,Charcutería colonial/salchichón
53477,7,Fiambrería tradicional surtida
53481,2,Mortadelas + básicos
53538,9,Mortadelas + básicos
53679,3,Queso gauda + básicos
53712,7,Fiambrería tradicional surtida
53723,12,Básica vienesa-paté
53742,3,Queso gauda + básicos
53769,13,Formato chico paté-salame-lácteos
53812,2,Mortadelas + básicos
53844,3,Queso gauda + básicos
53889,2,Mortadelas + básicos
53913,9,Mortadelas + básicos
53915,4,Queso gauda + básicos
53916,6,Charcutería colonial/salchichón
53961,6,Charcutería colonial/salchichón
53982,2,Mortadelas + básicos
54000,2,Mortadelas + básicos
54006,6,Charcutería colonial/salchichón
54052,3,Queso gauda + básicos
54059,3,Queso gauda + básicos
54087,6,Charcutería colonial/salchichón
54090,10,Sin un comportamiento claro
54106,2,Mortadelas + básicos
54149,6,Charcutería colonial/salchichón
54187,6,Charcutería colonial/salchichón
54201,2,Mortadelas + básicos
54204,6,Charcutería colonial/salchichón
54208,11,Básica vienesa-paté
54224,6,Charcutería colonial/salchichón
54285,8,Charcutería colonial/salchichón
54329,6,Charcutería colonial/salchichón
54353,5,Salame chico / comida rápida
54370,3,Queso gauda + básicos
54379,2,Mortadelas + básicos
54389,3,Queso gauda + básicos
54395,5,Salame chico / comida rápida
54398,6,Charcutería colonial/salchichón
54411,12,Básica vienesa-paté
54423,6,Charcutería colonial/salchichón
54435,10,Sin un comportamiento claro
54436,6,Charcutería colonial/salchichón
54456,9,Mortadelas + básicos
54458,5,Salame chico / comida rápida
54544,2,Mortadelas + básicos
54559,12,Básica vienesa-paté
54561,6,Charcutería colonial/salchichón
54562,6,Charcutería colonial/salchichón
54576,10,Sin un comportamiento claro
54600,2,Mortadelas + básicos
54602,6,Charcutería colonial/salchichón
54605,2,Mortadelas + básicos
54610,11,Básica vienesa-paté
54614,12,Básica vienesa-paté
54620,8,Charcutería colonial/salchichón
54633,11,Básica vienesa-paté
54642,8,Charcutería colonial/salchichón
54659,3,Queso gauda + básicos
54662,10,Sin un comportamiento claro
54673,9,Mortadelas + básicos
54688,6,Charcutería colonial/salchichón
54730,9,Mortadelas + básicos
54748,2,Mortadelas + básicos
54749,1,Salame laminado + básicos
54759,2,Mortadelas + básicos
54763,6,Charcutería colonial/salchichón
54770,11,Básica vienesa-paté
54781,2,Mortadelas + básicos
54789,1,Salame laminado + básicos
54792,9,Mortadelas + básicos
54797,6,Charcutería colonial/salchichón
54803,6,Charcutería colonial/salchichón
54840,8,Charcutería colonial/salchichón
54856,1,Salame laminado + básicos
54878,1,Salame laminado + básicos
54917,10,Sin un comportamiento claro
54949,1,Salame laminado + básicos
54981,7,Fiambrería tradicional surtida
55020,2,Mortadelas + básicos
55034,13,Formato chico paté-salame-lácteos
55134,2,Mortadelas + básicos
55149,8,Charcutería colonial/salchichón
55158,3,Queso gauda + básicos
55183,8,Charcutería colonial/salchichón
55205,1,Salame laminado + básicos
55242,4,Queso gauda + básicos
55255,2,Mortadelas + básicos
55272,9,Mortadelas + básicos
55294,3,Queso gauda + básicos
55308,7,Fiambrería tradicional surtida
55382,2,Mortadelas + básicos
55407,11,Básica vienesa-paté
55419,12,Básica vienesa-paté
55454,8,Charcutería colonial/salchichón
55476,1,Salame laminado + básicos
55490,4,Queso gauda + básicos
55514,6,Charcutería colonial/salchichón
55533,10,Sin un comportamiento claro
55534,1,Salame laminado + básicos
55536,4,Queso gauda + básicos
55538,4,Queso gauda + básicos
55553,2,Mortadelas + básicos
55557,12,Básica vienesa-paté
55593,2,Mortadelas + básicos
55608,1,Salame laminado + básicos
55612,9,Mortadelas + básicos
55635,6,Charcutería colonial/salchichón
55667,4,Queso gauda + básicos
55682,6,Charcutería colonial/salchichón
55731,3,Queso gauda + básicos
55751,1,Salame laminado + básicos
55785,7,Fiambrería tradicional surtida
55786,10,Sin un comportamiento claro
55818,3,Queso gauda + básicos
55839,3,Queso gauda + básicos
55845,1,Salame laminado + básicos
55846,6,Charcutería colonial/salchichón
55852,6,Charcutería colonial/salchichón
55895,2,Mortadelas + básicos
